"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0260439" "FBgn0260439" 8366038 8370090 "2L" "protein_coding"
"FBgn0260440" "FBgn0260440" 30476684 30478849 "3R" "protein_coding"
"FBgn0260442" "FBgn0260442" 8545001 8574409 "3L" "protein_coding"
"FBgn0260444" "FBgn0260444" 12630647 12633188 "3R" "protein_coding"
"FBgn0260446" "FBgn0260446" 15016331 15034704 "2L" "protein_coding"
"FBgn0260447" "FBgn0260447" 7897250 7897987 "X" "pseudogene"
"FBgn0260450" "FBgn0260450" 16325763 16328523 "X" "protein_coding"
"FBgn0260451" "FBgn0260451" 5037709 5040818 "2L" "protein_coding"
"FBgn0260452" "FBgn0260452" 6308819 6309475 "2L" "protein_coding"
"FBgn0260453" "FBgn0260453" 10843014 10845664 "2L" "protein_coding"
"FBgn0260454" "FBgn0260454" 10843014 10845664 "2L" "protein_coding"
"FBgn0260455" "FBgn0260455" 23600914 23601773 "2R" "protein_coding"
"FBgn0260456" "FBgn0260456" 24666158 24668343 "2R" "protein_coding"
"FBgn0260458" "FBgn0260458" 5780051 5784685 "3L" "protein_coding"
"FBgn0260459" "FBgn0260459" 13424571 13425671 "3L" "protein_coding"
"FBgn0260461" "FBgn0260461" 19545110 19547293 "3L" "protein_coding"
"FBgn0260462" "FBgn0260462" 5237651 5251745 "3R" "protein_coding"
"FBgn0260463" "FBgn0260463" 9687060 9692775 "3R" "protein_coding"
"FBgn0260464" "FBgn0260464" 13779624 13780795 "3R" "protein_coding"
"FBgn0260466" "FBgn0260466" 20042757 20048716 "3R" "protein_coding"
"FBgn0260467" "FBgn0260467" 22362620 22364580 "3R" "protein_coding"
"FBgn0260468" "FBgn0260468" 30056859 30058131 "3R" "protein_coding"
"FBgn0260469" "FBgn0260469" 27849226 27850751 "3L" "pseudogene"
"FBgn0260470" "FBgn0260470" 5037709 5040818 "2L" "protein_coding"
"FBgn0260474" "FBgn0260474" 9704384 9706147 "2R" "protein_coding"
"FBgn0260475" "FBgn0260475" 13412769 13414620 "2R" "protein_coding"
"FBgn0260477" "FBgn0260477" 21539584 21540573 "2R" "protein_coding"
"FBgn0260479" "FBgn0260479" 7734415 7738809 "2L" "protein_coding"
"FBgn0260480" "FBgn0260480" 2525799 2526973 "3L" "protein_coding"
"FBgn0260481" "FBgn0260481" 22729766 22731600 "3L" "protein_coding"
"FBgn0260482" "FBgn0260482" 14243686 14246514 "X" "protein_coding"
"FBgn0260484" "FBgn0260484" 3799150 3801570 "X" "protein_coding"
"FBgn0260486" "FBgn0260486" 7472513 7496307 "2L" "protein_coding"
"FBgn0260487" "FBgn0260487" 27340622 27372574 "3R" "protein_coding"
"FBgn0260499" "FBgn0260499" 11442505 11451604 "2R" "protein_coding"
"FBgn0260632" "FBgn0260632" 17436830 17450364 "2L" "protein_coding"
"FBgn0260634" "FBgn0260634" 23808285 23819237 "3R" "protein_coding"
"FBgn0260635" "FBgn0260635" 16038410 16051034 "3L" "protein_coding"
"FBgn0260639" "FBgn0260639" 2972891 2974858 "2L" "protein_coding"
"FBgn0260642" "FBgn0260642" 6896253 6999228 "3R" "protein_coding"
"FBgn0260643" "FBgn0260643" 10630034 10630935 "3L" "protein_coding"
"FBgn0260644" "FBgn0260644" 10629083 10630069 "3L" "protein_coding"
"FBgn0260645" "FBgn0260645" 6377797 6378233 "3R" "protein_coding"
"FBgn0260646" "FBgn0260646" 16034524 16034853 "3L" "protein_coding"
"FBgn0260648" "FBgn0260648" 1728732 1729762 "2L" "protein_coding"
"FBgn0260653" "FBgn0260653" 19700977 19708015 "3L" "protein_coding"
"FBgn0260655" "FBgn0260655" 19613427 19618521 "3L" "protein_coding"
"FBgn0260657" "FBgn0260657" 4556087 4592295 "3L" "protein_coding"
"FBgn0260658" "FBgn0260658" 3891497 3930578 "X" "protein_coding"
"FBgn0260659" "FBgn0260659" 15196598 15203074 "3R" "protein_coding"
"FBgn0260660" "FBgn0260660" 6998843 7053499 "3L" "protein_coding"
"FBgn0260713" "FBgn0260713" 7304592 7304954 "3R" "protein_coding"
"FBgn0260718" "FBgn0260718" 21577205 21577676 "2L" "pseudogene"
"FBgn0260719" "FBgn0260719" 21589784 21590593 "2L" "pseudogene"
"FBgn0260721" "FBgn0260721" 17885254 17885528 "3L" "pseudogene"
"FBgn0260741" "FBgn0260741" 11960883 11962805 "3R" "protein_coding"
"FBgn0260742" "FBgn0260742" 11964674 11967691 "3R" "protein_coding"
"FBgn0260743" "FBgn0260743" 11967708 11971686 "3R" "protein_coding"
"FBgn0260744" "FBgn0260744" 11971007 11974910 "3R" "protein_coding"
"FBgn0260745" "FBgn0260745" 11984862 11993315 "3R" "protein_coding"
"FBgn0260746" "FBgn0260746" 11999278 12003516 "3R" "protein_coding"
"FBgn0260747" "FBgn0260747" 17149001 17150647 "X" "protein_coding"
"FBgn0260748" "FBgn0260748" 17107582 17135988 "X" "protein_coding"
"FBgn0260749" "FBgn0260749" 10272325 10278811 "2L" "protein_coding"
"FBgn0260750" "FBgn0260750" 10270051 10271465 "2L" "protein_coding"
"FBgn0260753" "FBgn0260753" 2552206 2578640 "X" "protein_coding"
"FBgn0260755" "FBgn0260755" 834093 835515 "3L" "protein_coding"
"FBgn0260756" "FBgn0260756" 835683 836770 "3L" "protein_coding"
"FBgn0260758" "FBgn0260758" 16889908 16891239 "2L" "protein_coding"
"FBgn0260759" "FBgn0260759" 29933287 29934587 "3R" "protein_coding"
"FBgn0260760" "FBgn0260760" 29933287 29934587 "3R" "protein_coding"
"FBgn0260761" "FBgn0260761" 23599526 23600787 "2R" "protein_coding"
"FBgn0260762" "FBgn0260762" 23599526 23600787 "2R" "protein_coding"
"FBgn0260763" "FBgn0260763" 17684855 17685548 "2R" "protein_coding"
"FBgn0260764" "FBgn0260764" 17685814 17686410 "2R" "protein_coding"
"FBgn0260766" "FBgn0260766" 6374475 6377348 "3R" "protein_coding"
"FBgn0260767" "FBgn0260767" 22657901 22661389 "2R" "protein_coding"
"FBgn0260768" "FBgn0260768" 22661934 22663241 "2R" "protein_coding"
"FBgn0260770" "FBgn0260770" 24157668 24159312 "2R" "protein_coding"
"FBgn0260771" "FBgn0260771" 9243817 9245925 "X" "protein_coding"
"FBgn0260775" "FBgn0260775" 24157668 24159312 "2R" "protein_coding"
"FBgn0260776" "FBgn0260776" 15717819 15720073 "3L" "protein_coding"
"FBgn0260777" "FBgn0260777" 15716453 15717749 "3L" "protein_coding"
"FBgn0260779" "FBgn0260779" 19026174 19028857 "3R" "protein_coding"
"FBgn0260780" "FBgn0260780" 11893943 11899920 "X" "protein_coding"
"FBgn0260789" "FBgn0260789" 9236801 9243467 "X" "protein_coding"
"FBgn0260793" "FBgn0260793" 13121951 13155687 "3R" "protein_coding"
"FBgn0260794" "FBgn0260794" 4786284 4812096 "3R" "protein_coding"
"FBgn0260795" "FBgn0260795" 11123348 11134663 "3L" "protein_coding"
"FBgn0260798" "FBgn0260798" 4322295 4471060 "2R" "protein_coding"
"FBgn0260799" "FBgn0260799" 4595288 4609492 "2R" "protein_coding"
"FBgn0260812" "FBgn0260812" 11724668 11729099 "X" "protein_coding"
"FBgn0260817" "FBgn0260817" 3159950 3162399 "2L" "protein_coding"
"FBgn0260855" "FBgn0260855" 806076 808200 "X" "protein_coding"
"FBgn0260856" "FBgn0260856" 5366455 5367381 "3L" "protein_coding"
"FBgn0260857" "FBgn0260857" 19261394 19262437 "3L" "protein_coding"
"FBgn0260858" "FBgn0260858" 7920409 7921966 "X" "protein_coding"
"FBgn0260859" "FBgn0260859" 9438482 9442267 "3L" "protein_coding"
"FBgn0260860" "FBgn0260860" 30180232 30181486 "3R" "protein_coding"
"FBgn0260861" "FBgn0260861" 8686231 8687052 "2L" "protein_coding"
"FBgn0260862" "FBgn0260862" 691486 692919 "3L" "protein_coding"
"FBgn0260866" "FBgn0260866" 22563152 22592964 "2R" "protein_coding"
"FBgn0260867" "FBgn0260867" 20259239 20259656 "X" "protein_coding"
"FBgn0260868" "FBgn0260868" 20446371 20446703 "X" "protein_coding"
"FBgn0260869" "FBgn0260869" 20527631 20528043 "X" "protein_coding"
"FBgn0260870" "FBgn0260870" 20574282 20574693 "X" "protein_coding"
"FBgn0260871" "FBgn0260871" 20096162 20096474 "X" "protein_coding"
"FBgn0260873" "FBgn0260873" 20139793 20140170 "X" "protein_coding"
"FBgn0260874" "FBgn0260874" 19799278 19803427 "3L" "protein_coding"
"FBgn0260932" "FBgn0260932" 11886067 11887603 "2R" "protein_coding"
"FBgn0260933" "FBgn0260933" 553742 560310 "2L" "protein_coding"
"FBgn0260934" "FBgn0260934" 19456170 19485686 "2R" "protein_coding"
"FBgn0260935" "FBgn0260935" 9240757 9245869 "3R" "protein_coding"
"FBgn0260936" "FBgn0260936" 5769002 5776271 "3L" "protein_coding"
"FBgn0260938" "FBgn0260938" 15876368 15887311 "X" "protein_coding"
"FBgn0260940" "FBgn0260940" 21865168 21866238 "3R" "protein_coding"
"FBgn0260941" "FBgn0260941" 12206238 12266841 "3L" "protein_coding"
"FBgn0260942" "FBgn0260942" 22550680 22556494 "3R" "protein_coding"
"FBgn0260943" "FBgn0260943" 17058774 17238212 "3L" "protein_coding"
"FBgn0260944" "FBgn0260944" 10784383 10786465 "3R" "protein_coding"
"FBgn0260945" "FBgn0260945" 12784429 12805116 "3L" "protein_coding"
"FBgn0260953" "FBgn0260953" 14739914 14741138 "2L" "protein_coding"
"FBgn0260954" "FBgn0260954" 14741161 14741840 "2L" "protein_coding"
"FBgn0260955" "FBgn0260955" 14744845 14745210 "2L" "protein_coding"
"FBgn0260959" "FBgn0260959" 11895997 11903918 "2R" "protein_coding"
"FBgn0260960" "FBgn0260960" 16648442 16661615 "3L" "protein_coding"
"FBgn0260962" "FBgn0260962" 13052245 13056725 "3R" "protein_coding"
"FBgn0260964" "FBgn0260964" 13513132 13534251 "2R" "protein_coding"
"FBgn0260965" "FBgn0260965" 12814254 12824650 "3L" "protein_coding"
"FBgn0260967" "FBgn0260967" 8068413 8069267 "3L" "protein_coding"
"FBgn0260968" "FBgn0260968" 8069453 8069960 "3L" "protein_coding"
"FBgn0260969" "FBgn0260969" 29835610 29836288 "3R" "protein_coding"
"FBgn0260970" "FBgn0260970" 7935896 7953883 "X" "protein_coding"
"FBgn0260971" "FBgn0260971" 4840833 4906575 "X" "protein_coding"
"FBgn0260972" "FBgn0260972" 9135375 9137933 "2R" "protein_coding"
"FBgn0260985" "FBgn0260985" 4134860 4136038 "3L" "protein_coding"
"FBgn0260986" "FBgn0260986" 1477063 1481420 "X" "protein_coding"
"FBgn0260987" "FBgn0260987" 27136525 27157999 "3L" "protein_coding"
"FBgn0260990" "FBgn0260990" 29749219 29754528 "3R" "protein_coding"
"FBgn0260991" "FBgn0260991" 7278467 7281795 "2R" "protein_coding"
"FBgn0260995" "FBgn0260995" 3066499 3191011 "2R" "protein_coding"
"FBgn0260996" "FBgn0260996" 22064604 22065343 "2L" "protein_coding"
"FBgn0260997" "FBgn0260997" 26354140 26371356 "3L" "protein_coding"
"FBgn0261004" "FBgn0261004" 5603236 5606543 "3R" "protein_coding"
"FBgn0261015" "FBgn0261015" 8774286 8801176 "3R" "protein_coding"
"FBgn0261016" "FBgn0261016" 9587953 9599732 "2R" "protein_coding"
"FBgn0261019" "FBgn0261019" 18255530 18257677 "3R" "protein_coding"
"FBgn0261020" "FBgn0261020" 8301345 8302985 "2L" "protein_coding"
"FBgn0261041" "FBgn0261041" 13805794 13819571 "2R" "protein_coding"
"FBgn0261046" "FBgn0261046" 17473935 17505667 "3R" "protein_coding"
"FBgn0261049" "FBgn0261049" 9563924 9566092 "3R" "protein_coding"
"FBgn0261053" "FBgn0261053" 10827079 10849030 "3R" "protein_coding"
"FBgn0261054" "FBgn0261054" 3670131 3670581 "2L" "protein_coding"
"FBgn0261055" "FBgn0261055" 5942623 5943304 "2L" "protein_coding"
"FBgn0261057" "FBgn0261057" 18292522 18292833 "2L" "protein_coding"
"FBgn0261058" "FBgn0261058" 20640917 20642216 "2L" "protein_coding"
"FBgn0261059" "FBgn0261059" 21683098 21684042 "3L" "protein_coding"
"FBgn0261060" "FBgn0261060" 21735909 21736296 "3R" "protein_coding"
"FBgn0261061" "FBgn0261061" 25830061 25830228 "3R" "protein_coding"
"FBgn0261064" "FBgn0261064" 8159832 8161800 "2L" "protein_coding"
"FBgn0261065" "FBgn0261065" 18661121 18663552 "3R" "protein_coding"
"FBgn0261067" "FBgn0261067" 21169969 21170672 "2R" "protein_coding"
"FBgn0261068" "FBgn0261068" 16742315 16743100 "2L" "protein_coding"
"FBgn0261085" "FBgn0261085" 13359248 13368179 "X" "protein_coding"
"FBgn0261086" "FBgn0261086" 4314455 4319069 "3R" "protein_coding"
"FBgn0261089" "FBgn0261089" 17592260 17604387 "2L" "protein_coding"
"FBgn0261090" "FBgn0261090" 15014695 15064977 "3L" "protein_coding"
"FBgn0261108" "FBgn0261108" 8349815 8352817 "3R" "protein_coding"
"FBgn0261109" "FBgn0261109" 15578769 15580537 "3L" "protein_coding"
"FBgn0261111" "FBgn0261111" 7238542 7240245 "3L" "protein_coding"
"FBgn0261112" "FBgn0261112" 11098412 11100578 "3L" "protein_coding"
"FBgn0261113" "FBgn0261113" 18914968 18926989 "3R" "protein_coding"
"FBgn0261119" "FBgn0261119" 18447361 18451041 "2R" "protein_coding"
"FBgn0261238" "FBgn0261238" 7094596 7124185 "3R" "protein_coding"
"FBgn0261239" "FBgn0261239" 21237250 21259675 "2L" "protein_coding"
"FBgn0261243" "FBgn0261243" 1502843 1523380 "3L" "protein_coding"
"FBgn0261244" "FBgn0261244" 13783714 13811493 "X" "protein_coding"
"FBgn0261245" "FBgn0261245" 16679297 16681784 "X" "protein_coding"
"FBgn0261258" "FBgn0261258" 21382501 21424416 "3L" "protein_coding"
"FBgn0261260" "FBgn0261260" 9358496 9500129 "X" "protein_coding"
"FBgn0261261" "FBgn0261261" 5685855 5712837 "3R" "protein_coding"
"FBgn0261262" "FBgn0261262" 18929196 18978088 "3R" "protein_coding"
"FBgn0261266" "FBgn0261266" 11988735 11989882 "2L" "protein_coding"
"FBgn0261267" "FBgn0261267" 8737370 8737790 "2R" "protein_coding"
"FBgn0261268" "FBgn0261268" 15265245 15272024 "2L" "protein_coding"
"FBgn0261269" "FBgn0261269" 14270729 14275495 "2R" "protein_coding"
"FBgn0261270" "FBgn0261270" 14268772 14270658 "2R" "protein_coding"
"FBgn0261274" "FBgn0261274" 4170404 4173789 "3L" "protein_coding"
"FBgn0261276" "FBgn0261276" 14230611 14235449 "2R" "protein_coding"
"FBgn0261277" "FBgn0261277" 11152484 11153990 "X" "protein_coding"
"FBgn0261278" "FBgn0261278" 16680054 16699926 "2L" "protein_coding"
"FBgn0261279" "FBgn0261279" 22411301 22419051 "3R" "protein_coding"
"FBgn0261283" "FBgn0261283" 19793935 19798979 "3L" "protein_coding"
"FBgn0261284" "FBgn0261284" 6986486 6987188 "X" "protein_coding"
"FBgn0261285" "FBgn0261285" 19139054 19147910 "3R" "protein_coding"
"FBgn0261286" "FBgn0261286" 16268329 16272415 "3R" "protein_coding"
"FBgn0261287" "FBgn0261287" 25591502 25609127 "3R" "protein_coding"
"FBgn0261289" "FBgn0261289" 28806702 28807501 "3R" "protein_coding"
"FBgn0261290" "FBgn0261290" 8204195 8204830 "3R" "protein_coding"
"FBgn0261291" "FBgn0261291" 11144346 11145235 "3R" "protein_coding"
"FBgn0261292" "FBgn0261292" 16466709 16467522 "2R" "protein_coding"
"FBgn0261293" "FBgn0261293" 16468209 16468934 "2R" "protein_coding"
"FBgn0261294" "FBgn0261294" 17719193 17719854 "3L" "protein_coding"
"FBgn0261341" "FBgn0261341" 19690033 19695260 "3L" "protein_coding"
"FBgn0261349" "FBgn0261349" 18673363 18675094 "2L" "protein_coding"
"FBgn0261353" "FBgn0261353" 11708979 11710570 "3L" "protein_coding"
"FBgn0261356" "FBgn0261356" 10780965 10782267 "3R" "protein_coding"
"FBgn0261357" "FBgn0261357" 18007935 18008962 "2L" "protein_coding"
"FBgn0261358" "FBgn0261358" 18007935 18008962 "2L" "protein_coding"
"FBgn0261360" "FBgn0261360" 19719527 19793569 "3L" "protein_coding"
"FBgn0261361" "FBgn0261361" 19745834 19749744 "3L" "protein_coding"
"FBgn0261363" "FBgn0261363" 23064769 23067183 "2R" "protein_coding"
"FBgn0261373" "FBgn0261373" 24668411 24669330 "2R" "protein_coding"
"FBgn0261380" "FBgn0261380" 10782563 10784092 "3R" "protein_coding"
"FBgn0261381" "FBgn0261381" 11708979 11710570 "3L" "protein_coding"
"FBgn0261383" "FBgn0261383" 5738663 5747254 "X" "protein_coding"
"FBgn0261385" "FBgn0261385" 7590119 7595242 "2R" "protein_coding"
"FBgn0261386" "FBgn0261386" 3093 3557 "Unmapped_Scaffold_8_D1580_D1567" "protein_coding"
"FBgn0261387" "FBgn0261387" 4815426 4824319 "2R" "protein_coding"
"FBgn0261393" "FBgn0261393" 7533496 7536390 "3R" "protein_coding"
"FBgn0261394" "FBgn0261394" 20994900 20996118 "2R" "protein_coding"
"FBgn0261395" "FBgn0261395" 31122527 31123415 "3R" "protein_coding"
"FBgn0261396" "FBgn0261396" 19051790 19053681 "2L" "protein_coding"
"FBgn0261397" "FBgn0261397" 7500147 7508625 "2R" "protein_coding"
"FBgn0261399" "FBgn0261399" 9833 10786 "Y" "protein_coding"
"FBgn0261401" "FBgn0261401" 17820493 17822834 "3L" "protein_coding"
"FBgn0261402" "FBgn0261402" 17818073 17820193 "3L" "protein_coding"
"FBgn0261403" "FBgn0261403" 5307288 5329555 "2R" "protein_coding"
"FBgn0261434" "FBgn0261434" 4345015 4346646 "3R" "protein_coding"
"FBgn0261436" "FBgn0261436" 4227387 4229238 "3R" "protein_coding"
"FBgn0261437" "FBgn0261437" 8364855 8365663 "2L" "protein_coding"
"FBgn0261439" "FBgn0261439" 19391863 19395971 "2R" "protein_coding"
"FBgn0261444" "FBgn0261444" 1215289 1236684 "X" "protein_coding"
"FBgn0261445" "FBgn0261445" 6959554 6964758 "3L" "protein_coding"
"FBgn0261446" "FBgn0261446" 258335 263999 "X" "protein_coding"
"FBgn0261456" "FBgn0261456" 19493996 19496856 "2R" "protein_coding"
"FBgn0261458" "FBgn0261458" 1151678 1158262 "2L" "protein_coding"
"FBgn0261461" "FBgn0261461" 19136107 19167082 "X" "protein_coding"
"FBgn0261477" "FBgn0261477" 18440965 18445526 "2R" "protein_coding"
"FBgn0261479" "FBgn0261479" 31746445 31747558 "3R" "protein_coding"
"FBgn0261501" "FBgn0261501" 17599389 17599607 "2R" "protein_coding"
"FBgn0261502" "FBgn0261502" 7391413 7392280 "3R" "protein_coding"
"FBgn0261505" "FBgn0261505" 1207416 1209312 "2R" "pseudogene"
"FBgn0261506" "FBgn0261506" 19953794 19954526 "3L" "protein_coding"
"FBgn0261507" "FBgn0261507" 19952971 19953712 "3L" "protein_coding"
"FBgn0261508" "FBgn0261508" 7492961 7493271 "3R" "protein_coding"
"FBgn0261509" "FBgn0261509" 1555129 1609389 "2L" "protein_coding"
"FBgn0261514" "FBgn0261514" 13957539 13963381 "2L" "protein_coding"
"FBgn0261523" "FBgn0261523" 2287025 2287933 "2L" "protein_coding"
"FBgn0261524" "FBgn0261524" 13091145 13093986 "X" "protein_coding"
"FBgn0261526" "FBgn0261526" 4501652 4508433 "3L" "protein_coding"
"FBgn0261529" "FBgn0261529" 14328429 14333860 "2L" "protein_coding"
"FBgn0261530" "FBgn0261530" 9720414 9723194 "3L" "protein_coding"
"FBgn0261531" "FBgn0261531" 18007360 18007842 "2L" "protein_coding"
"FBgn0261532" "FBgn0261532" 18179275 18183479 "3R" "protein_coding"
"FBgn0261534" "FBgn0261534" 14349020 14351513 "2L" "protein_coding"
"FBgn0261535" "FBgn0261535" 14352594 14355085 "2L" "protein_coding"
"FBgn0261536" "FBgn0261536" 7465509 7468808 "3L" "protein_coding"
"FBgn0261537" "FBgn0261537" 7465509 7468808 "3L" "protein_coding"
"FBgn0261538" "FBgn0261538" 15698726 15701696 "2R" "protein_coding"
"FBgn0261545" "FBgn0261545" 12705172 12751545 "2R" "protein_coding"
"FBgn0261547" "FBgn0261547" 16970013 16994388 "3L" "protein_coding"
"FBgn0261549" "FBgn0261549" 8907068 9029476 "X" "protein_coding"
"FBgn0261550" "FBgn0261550" 20309344 20324196 "3R" "protein_coding"
"FBgn0261552" "FBgn0261552" 9417940 9455500 "3R" "protein_coding"
"FBgn0261553" "FBgn0261553" 11214505 11230745 "3L" "protein_coding"
"FBgn0261554" "FBgn0261554" 21295652 21310411 "2R" "protein_coding"
"FBgn0261555" "FBgn0261555" 9547220 9596713 "3L" "protein_coding"
"FBgn0261556" "FBgn0261556" 20149614 20198317 "3L" "protein_coding"
"FBgn0261560" "FBgn0261560" 3478434 3479612 "2L" "protein_coding"
"FBgn0261561" "FBgn0261561" 5813609 5818820 "3R" "protein_coding"
"FBgn0261562" "FBgn0261562" 1803107 1806920 "3L" "protein_coding"
"FBgn0261563" "FBgn0261563" 14263027 14328262 "2L" "protein_coding"
"FBgn0261564" "FBgn0261564" 22925107 22932044 "2R" "protein_coding"
"FBgn0261565" "FBgn0261565" 16865295 16922487 "3L" "protein_coding"
"FBgn0261566" "FBgn0261566" 14587920 14588234 "2L" "protein_coding"
"FBgn0261567" "FBgn0261567" 14744421 14744817 "2L" "protein_coding"
"FBgn0261568" "FBgn0261568" 14842358 14843108 "2L" "protein_coding"
"FBgn0261570" "FBgn0261570" 17710144 17752007 "X" "protein_coding"
"FBgn0261571" "FBgn0261571" 14724617 14730177 "2L" "protein_coding"
"FBgn0261573" "FBgn0261573" 19521929 19530896 "X" "protein_coding"
"FBgn0261574" "FBgn0261574" 20005301 20024607 "3L" "protein_coding"
"FBgn0261575" "FBgn0261575" 25344761 25346921 "3R" "protein_coding"
"FBgn0261580" "FBgn0261580" 19944263 19945877 "2R" "protein_coding"
"FBgn0261581" "FBgn0261581" 19945731 19946814 "2R" "protein_coding"
"FBgn0261582" "FBgn0261582" 14008101 14008820 "2L" "protein_coding"
"FBgn0261583" "FBgn0261583" 31707870 31708340 "3R" "protein_coding"
"FBgn0261584" "FBgn0261584" 22941877 22945147 "2R" "protein_coding"
"FBgn0261587" "FBgn0261587" 18611645 18612730 "2R" "protein_coding"
"FBgn0261588" "FBgn0261588" 8327490 8396280 "2R" "protein_coding"
"FBgn0261592" "FBgn0261592" 7899624 7901331 "X" "protein_coding"
"FBgn0261596" "FBgn0261596" 22640526 22641419 "2R" "protein_coding"
"FBgn0261597" "FBgn0261597" 18441335 18443277 "2L" "protein_coding"
"FBgn0261599" "FBgn0261599" 9778042 9779528 "3R" "protein_coding"
"FBgn0261602" "FBgn0261602" 2587456 2588883 "3L" "protein_coding"
"FBgn0261608" "FBgn0261608" 5070957 5072055 "2L" "protein_coding"
"FBgn0261609" "FBgn0261609" 16445176 16446993 "X" "protein_coding"
"FBgn0261610" "FBgn0261610" 5764553 5789576 "X" "protein_coding"
"FBgn0261611" "FBgn0261611" 12279771 12300795 "2R" "protein_coding"
"FBgn0261612" "FBgn0261612" 16243145 16259805 "2R" "protein_coding"
"FBgn0261614" "FBgn0261614" 23101232 23101777 "2R" "protein_coding"
"FBgn0261615" "FBgn0261615" 7412668 7413296 "X" "protein_coding"
"FBgn0261616" "FBgn0261616" 7413869 7414662 "X" "protein_coding"
"FBgn0261617" "FBgn0261617" 9665442 9687066 "X" "protein_coding"
"FBgn0261618" "FBgn0261618" 28318162 28336440 "3R" "protein_coding"
"FBgn0261624" "FBgn0261624" 20881814 20882626 "X" "protein_coding"
"FBgn0261625" "FBgn0261625" 12670483 12679593 "2R" "protein_coding"
"FBgn0261627" "FBgn0261627" 8781799 8782500 "2L" "protein_coding"
"FBgn0261628" "FBgn0261628" 13930322 13931362 "2L" "protein_coding"
"FBgn0261630" "FBgn0261630" 8891440 8892180 "2L" "protein_coding"
"FBgn0261631" "FBgn0261631" 6233491 6234056 "3L" "protein_coding"
"FBgn0261633" "FBgn0261633" 16033778 16034170 "3L" "protein_coding"
"FBgn0261634" "FBgn0261634" 16032762 16033190 "3L" "protein_coding"
"FBgn0261635" "FBgn0261635" 16320830 16321272 "3L" "protein_coding"
"FBgn0261639" "FBgn0261639" 24546138 24546986 "3L" "pseudogene"
"FBgn0261640" "FBgn0261640" 24549636 24550445 "3L" "pseudogene"
"FBgn0261641" "FBgn0261641" 6361672 6368288 "3R" "protein_coding"
"FBgn0261647" "FBgn0261647" 2365345 2370137 "2L" "protein_coding"
"FBgn0261648" "FBgn0261648" 11434311 11445614 "2L" "protein_coding"
"FBgn0261649" "FBgn0261649" 17811541 17872507 "3R" "protein_coding"
"FBgn0261671" "FBgn0261671" 16888490 16917052 "2L" "protein_coding"
"FBgn0261673" "FBgn0261673" 12659497 12670219 "2R" "protein_coding"
"FBgn0261674" "FBgn0261674" 12790192 12796084 "3L" "protein_coding"
"FBgn0261675" "FBgn0261675" 20934869 20939503 "X" "protein_coding"
"FBgn0261679" "FBgn0261679" 15348048 15350391 "3R" "protein_coding"
"FBgn0261680" "FBgn0261680" 15348048 15350391 "3R" "protein_coding"
"FBgn0261681" "FBgn0261681" 15527620 15528196 "3L" "protein_coding"
"FBgn0261682" "FBgn0261682" 15526910 15527516 "3L" "protein_coding"
"FBgn0261683" "FBgn0261683" 6127872 6130651 "2L" "protein_coding"
"FBgn0261686" "FBgn0261686" 10356171 10356800 "2R" "protein_coding"
"FBgn0261697" "FBgn0261697" 6127872 6130651 "2L" "protein_coding"
"FBgn0261698" "FBgn0261698" 10322195 10416996 "2R" "protein_coding"
"FBgn0261703" "FBgn0261703" 15297766 15319074 "X" "protein_coding"
"FBgn0261704" "FBgn0261704" 30418767 30422971 "3R" "protein_coding"
"FBgn0261705" "FBgn0261705" 23011078 23042943 "2R" "protein_coding"
"FBgn0261710" "FBgn0261710" 10461865 10474675 "X" "protein_coding"
"FBgn0261714" "FBgn0261714" 12162887 12166186 "3R" "protein_coding"
"FBgn0261722" "FBgn0261722" 15810081 15816410 "3L" "protein_coding"
"FBgn0261723" "FBgn0261723" 1921307 1933602 "3L" "protein_coding"
"FBgn0261786" "FBgn0261786" 23523856 23528260 "2R" "protein_coding"
"FBgn0261787" "FBgn0261787" 20650755 20656178 "2L" "protein_coding"
"FBgn0261788" "FBgn0261788" 7655389 7718395 "3L" "protein_coding"
"FBgn0261789" "FBgn0261789" 6345000 6345911 "3R" "protein_coding"
"FBgn0261790" "FBgn0261790" 7884930 7885450 "2L" "protein_coding"
"FBgn0261791" "FBgn0261791" 16639810 16640419 "X" "protein_coding"
"FBgn0261792" "FBgn0261792" 18982964 18983650 "3R" "protein_coding"
"FBgn0261793" "FBgn0261793" 8409272 8433011 "X" "protein_coding"
"FBgn0261794" "FBgn0261794" 23907654 23925066 "2R" "protein_coding"
"FBgn0261797" "FBgn0261797" 4807368 4825687 "3L" "protein_coding"
"FBgn0261799" "FBgn0261799" 16422795 16451958 "3L" "protein_coding"
"FBgn0261800" "FBgn0261800" 7811438 7820771 "2L" "protein_coding"
"FBgn0261801" "FBgn0261801" 6400590 6485964 "3L" "protein_coding"
"FBgn0261802" "FBgn0261802" 22131221 22166221 "2L" "protein_coding"
"FBgn0261803" "FBgn0261803" 5296066 5306288 "X" "protein_coding"
"FBgn0261804" "FBgn0261804" 18159811 18275770 "2L" "protein_coding"
"FBgn0261805" "FBgn0261805" 11853430 11853925 "2L" "protein_coding"
"FBgn0261806" "FBgn0261806" 18739320 18740110 "2L" "protein_coding"
"FBgn0261807" "FBgn0261807" 19635279 19635941 "2R" "protein_coding"
"FBgn0261808" "FBgn0261808" 11197592 11208633 "3R" "protein_coding"
