"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0040273" "FBgn0040273" 19437483 19441898 "2R" "protein_coding"
"FBgn0040279" "FBgn0040279" 6299128 6300738 "3R" "protein_coding"
"FBgn0040283" "FBgn0040283" 24058287 24062815 "3R" "protein_coding"
"FBgn0040290" "FBgn0040290" 8170640 8175978 "3L" "protein_coding"
"FBgn0040294" "FBgn0040294" 17568732 17572322 "2R" "protein_coding"
"FBgn0040297" "FBgn0040297" 21104568 21134255 "2L" "protein_coding"
"FBgn0040298" "FBgn0040298" 5777476 5779591 "3L" "protein_coding"
"FBgn0040299" "FBgn0040299" 7666047 7689459 "2L" "protein_coding"
"FBgn0040305" "FBgn0040305" 9430312 9439490 "3L" "protein_coding"
"FBgn0040308" "FBgn0040308" 3042359 3044174 "3L" "protein_coding"
"FBgn0040321" "FBgn0040321" 8955021 8956551 "3L" "protein_coding"
"FBgn0040322" "FBgn0040322" 18673474 18675413 "3L" "protein_coding"
"FBgn0040323" "FBgn0040323" 18675800 18677876 "3L" "protein_coding"
"FBgn0040324" "FBgn0040324" 571755 580122 "4" "protein_coding"
"FBgn0040466" "FBgn0040466" 4644649 4645655 "3R" "protein_coding"
"FBgn0040475" "FBgn0040475" 9710422 9713827 "3L" "protein_coding"
"FBgn0040491" "FBgn0040491" 11679492 11688557 "2R" "protein_coding"
"FBgn0040493" "FBgn0040493" 12950042 12967712 "3R" "protein_coding"
"FBgn0040503" "FBgn0040503" 11414510 11415462 "2R" "protein_coding"
"FBgn0040512" "FBgn0040512" 16671664 16673555 "3L" "protein_coding"
"FBgn0040513" "FBgn0040513" 7443824 7445792 "2R" "protein_coding"
"FBgn0040528" "FBgn0040528" 8248438 8250324 "3R" "protein_coding"
"FBgn0040529" "FBgn0040529" 8339944 8341043 "3R" "protein_coding"
"FBgn0040532" "FBgn0040532" 8822008 8822838 "3R" "protein_coding"
"FBgn0040534" "FBgn0040534" 9014972 9015341 "3R" "protein_coding"
"FBgn0040551" "FBgn0040551" 13260356 13262227 "3R" "protein_coding"
"FBgn0040565" "FBgn0040565" 17596536 17598453 "3R" "protein_coding"
"FBgn0040575" "FBgn0040575" 20559708 20560280 "3R" "protein_coding"
"FBgn0040600" "FBgn0040600" 24769351 24770933 "3R" "protein_coding"
"FBgn0040606" "FBgn0040606" 26424698 26425105 "3R" "protein_coding"
"FBgn0040609" "FBgn0040609" 27291535 27292209 "3R" "protein_coding"
"FBgn0040623" "FBgn0040623" 29490544 29491150 "3R" "protein_coding"
"FBgn0040634" "FBgn0040634" 20769586 20770138 "3L" "protein_coding"
"FBgn0040636" "FBgn0040636" 20837488 20838839 "3L" "protein_coding"
"FBgn0040658" "FBgn0040658" 22669145 22670622 "2R" "protein_coding"
"FBgn0040660" "FBgn0040660" 23377866 23383424 "2R" "protein_coding"
"FBgn0040666" "FBgn0040666" 24762566 24763094 "2R" "protein_coding"
"FBgn0040715" "FBgn0040715" 2216503 2217246 "2L" "protein_coding"
"FBgn0040717" "FBgn0040717" 2008414 2009072 "2L" "protein_coding"
"FBgn0040718" "FBgn0040718" 2006763 2007193 "2L" "protein_coding"
"FBgn0040725" "FBgn0040725" 776536 776941 "2L" "protein_coding"
"FBgn0040726" "FBgn0040726" 20698483 20750442 "2R" "protein_coding"
"FBgn0040732" "FBgn0040732" 19500295 19501418 "2R" "protein_coding"
"FBgn0040734" "FBgn0040734" 18389959 18390242 "2R" "protein_coding"
"FBgn0040736" "FBgn0040736" 18387895 18388734 "2R" "protein_coding"
"FBgn0040751" "FBgn0040751" 14157050 14157488 "2R" "protein_coding"
"FBgn0040752" "FBgn0040752" 14060456 14140902 "2R" "protein_coding"
"FBgn0040754" "FBgn0040754" 13220283 13221015 "2R" "protein_coding"
"FBgn0040763" "FBgn0040763" 11293776 11294586 "2R" "protein_coding"
"FBgn0040765" "FBgn0040765" 10977956 11116378 "2R" "protein_coding"
"FBgn0040773" "FBgn0040773" 10048353 10050066 "2R" "protein_coding"
"FBgn0040777" "FBgn0040777" 8718017 8723839 "2R" "protein_coding"
"FBgn0040780" "FBgn0040780" 7832171 7835518 "2R" "protein_coding"
"FBgn0040786" "FBgn0040786" 19806811 19807199 "3L" "protein_coding"
"FBgn0040793" "FBgn0040793" 17425477 17426282 "3L" "protein_coding"
"FBgn0040817" "FBgn0040817" 11712229 11715285 "3L" "protein_coding"
"FBgn0040827" "FBgn0040827" 9096877 9097494 "3L" "protein_coding"
"FBgn0040837" "FBgn0040837" 7158099 7158874 "3L" "protein_coding"
"FBgn0040842" "FBgn0040842" 5131545 5132127 "3L" "protein_coding"
"FBgn0040964" "FBgn0040964" 8997605 8998544 "2L" "protein_coding"
"FBgn0040968" "FBgn0040968" 11842828 11844012 "2L" "protein_coding"
"FBgn0040972" "FBgn0040972" 13143214 13143622 "2L" "protein_coding"
"FBgn0040973" "FBgn0040973" 13293009 13293415 "2L" "protein_coding"
"FBgn0040985" "FBgn0040985" 16887109 16887966 "2L" "protein_coding"
"FBgn0041004" "FBgn0041004" 22844220 22854541 "2L" "protein_coding"
"FBgn0041092" "FBgn0041092" 9166778 9250211 "2L" "protein_coding"
"FBgn0041094" "FBgn0041094" 11252307 11256172 "3L" "protein_coding"
"FBgn0041096" "FBgn0041096" 12008225 12064859 "3L" "protein_coding"
"FBgn0041100" "FBgn0041100" 21194754 21196853 "3L" "protein_coding"
"FBgn0041111" "FBgn0041111" 2885929 2954406 "2L" "protein_coding"
"FBgn0041147" "FBgn0041147" 3905344 3907813 "3L" "protein_coding"
"FBgn0041150" "FBgn0041150" 4908581 4932384 "2L" "protein_coding"
"FBgn0041164" "FBgn0041164" 3461317 3466314 "3L" "protein_coding"
"FBgn0041171" "FBgn0041171" 4246343 4254306 "3L" "protein_coding"
"FBgn0041174" "FBgn0041174" 11279725 11281033 "2R" "protein_coding"
"FBgn0041180" "FBgn0041180" 19548507 19556451 "2L" "protein_coding"
"FBgn0041181" "FBgn0041181" 7702805 7710690 "2L" "protein_coding"
"FBgn0041182" "FBgn0041182" 7693727 7701601 "2L" "protein_coding"
"FBgn0041184" "FBgn0041184" 18138675 18152417 "2L" "protein_coding"
"FBgn0041186" "FBgn0041186" 29152074 29153266 "3R" "protein_coding"
"FBgn0041188" "FBgn0041188" 15408423 15417277 "3R" "protein_coding"
"FBgn0041191" "FBgn0041191" 5568921 5570491 "3R" "protein_coding"
"FBgn0041194" "FBgn0041194" 6911999 6914876 "3L" "protein_coding"
"FBgn0041205" "FBgn0041205" 24785514 24787411 "2R" "protein_coding"
"FBgn0041342" "FBgn0041342" 1546092 1553504 "3L" "protein_coding"
"FBgn0041579" "FBgn0041579" 13393705 13394667 "2R" "protein_coding"
"FBgn0041581" "FBgn0041581" 14749223 14750165 "2R" "protein_coding"
"FBgn0041582" "FBgn0041582" 24126638 24133551 "2R" "protein_coding"
"FBgn0041585" "FBgn0041585" 17843442 17860582 "2R" "protein_coding"
"FBgn0041588" "FBgn0041588" 29149896 29151794 "3R" "protein_coding"
"FBgn0041604" "FBgn0041604" 14632601 14671609 "3L" "protein_coding"
"FBgn0041627" "FBgn0041627" 15768630 15771159 "2L" "protein_coding"
"FBgn0041630" "FBgn0041630" 4288641 4291211 "3L" "protein_coding"
"FBgn0041702" "FBgn0041702" 18971309 18972537 "2R" "protein_coding"
"FBgn0041707" "FBgn0041707" 5376780 5377975 "3R" "protein_coding"
"FBgn0041710" "FBgn0041710" 12991449 12993201 "3R" "protein_coding"
"FBgn0041712" "FBgn0041712" 23378573 23380438 "2R" "protein_coding"
"FBgn0041775" "FBgn0041775" 12515059 12520954 "3L" "protein_coding"
"FBgn0041781" "FBgn0041781" 10976772 10982395 "2L" "protein_coding"
"FBgn0041789" "FBgn0041789" 19400753 19426596 "2L" "protein_coding"
"FBgn0042083" "FBgn0042083" 6746381 6748954 "2R" "protein_coding"
"FBgn0042085" "FBgn0042085" 6636512 6642358 "2R" "protein_coding"
"FBgn0042086" "FBgn0042086" 6998848 6999848 "2R" "protein_coding"
"FBgn0042092" "FBgn0042092" 6906666 6907844 "2L" "protein_coding"
"FBgn0042094" "FBgn0042094" 10887345 10889588 "3R" "protein_coding"
"FBgn0042111" "FBgn0042111" 27242335 27245249 "3R" "protein_coding"
"FBgn0042112" "FBgn0042112" 8124584 8125132 "3L" "protein_coding"
"FBgn0042125" "FBgn0042125" 11997900 11999340 "2L" "protein_coding"
"FBgn0042127" "FBgn0042127" 11993989 11995432 "2L" "protein_coding"
"FBgn0042131" "FBgn0042131" 4806053 4807406 "3L" "protein_coding"
"FBgn0042134" "FBgn0042134" 18668153 18673324 "3L" "protein_coding"
"FBgn0042135" "FBgn0042135" 7716807 7735622 "2R" "protein_coding"
"FBgn0042138" "FBgn0042138" 11628037 11630749 "3L" "protein_coding"
"FBgn0042173" "FBgn0042173" 7829062 7830429 "2R" "protein_coding"
"FBgn0042175" "FBgn0042175" 20456847 20459075 "2L" "protein_coding"
"FBgn0042177" "FBgn0042177" 16603053 16608146 "3L" "protein_coding"
"FBgn0042178" "FBgn0042178" 16595181 16600459 "3L" "protein_coding"
"FBgn0042180" "FBgn0042180" 21613845 21616907 "2R" "protein_coding"
"FBgn0042185" "FBgn0042185" 6550738 6593940 "3L" "protein_coding"
"FBgn0042205" "FBgn0042205" 11626889 11628452 "3R" "protein_coding"
"FBgn0042206" "FBgn0042206" 12364776 12365735 "3R" "protein_coding"
"FBgn0042213" "FBgn0042213" 29725027 29725690 "3R" "protein_coding"
"FBgn0042630" "FBgn0042630" 14112405 14131324 "3L" "protein_coding"
"FBgn0042641" "FBgn0042641" 17428936 17433190 "3L" "protein_coding"
"FBgn0042693" "FBgn0042693" 18167757 18180049 "3R" "protein_coding"
"FBgn0042712" "FBgn0042712" 1862881 1865240 "3L" "protein_coding"
"FBgn0043002" "FBgn0043002" 8437405 8437996 "2L" "protein_coding"
"FBgn0043010" "FBgn0043010" 13220939 13222459 "2R" "protein_coding"
"FBgn0043012" "FBgn0043012" 21269209 21270075 "3R" "protein_coding"
"FBgn0043069" "FBgn0043069" 16988814 16990419 "3R" "protein_coding"
"FBgn0043070" "FBgn0043070" 21502097 21517241 "2R" "protein_coding"
"FBgn0043362" "FBgn0043362" 5907169 5922776 "2L" "protein_coding"
"FBgn0043364" "FBgn0043364" 476446 479688 "2L" "protein_coding"
"FBgn0043455" "FBgn0043455" 24047790 24049168 "3R" "protein_coding"
"FBgn0043456" "FBgn0043456" 10003832 10008889 "2L" "protein_coding"
"FBgn0043457" "FBgn0043457" 20557930 20559760 "3R" "protein_coding"
"FBgn0043458" "FBgn0043458" 1490951 1496643 "3L" "protein_coding"
"FBgn0043575" "FBgn0043575" 8716950 8717695 "2R" "protein_coding"
"FBgn0043578" "FBgn0043578" 16727299 16727989 "3L" "protein_coding"
"FBgn0043783" "FBgn0043783" 21636947 21639060 "3L" "protein_coding"
"FBgn0043799" "FBgn0043799" 24877045 24878827 "3R" "protein_coding"
"FBgn0043806" "FBgn0043806" 9093053 9094856 "3L" "protein_coding"
"FBgn0043841" "FBgn0043841" 12403270 12423439 "2L" "protein_coding"
"FBgn0043884" "FBgn0043884" 24230562 24250248 "3R" "protein_coding"
"FBgn0043900" "FBgn0043900" 31575835 31580699 "3R" "protein_coding"
"FBgn0044020" "FBgn0044020" 11652756 11679354 "2R" "protein_coding"
"FBgn0044323" "FBgn0044323" 8030721 8040826 "2L" "protein_coding"
"FBgn0044324" "FBgn0044324" 22873702 22878984 "3L" "protein_coding"
"FBgn0044419" "FBgn0044419" 5780051 5784685 "3L" "protein_coding"
"FBgn0044452" "FBgn0044452" 2774338 2780677 "3L" "protein_coding"
"FBgn0044511" "FBgn0044511" 13381276 13381809 "3R" "protein_coding"
"FBgn0044812" "FBgn0044812" 20872988 20873580 "3R" "protein_coding"
"FBgn0044823" "FBgn0044823" 5616644 5624125 "3R" "protein_coding"
"FBgn0044826" "FBgn0044826" 16445007 16453821 "3R" "protein_coding"
"FBgn0044871" "FBgn0044871" 18663738 18665307 "3R" "protein_coding"
"FBgn0045035" "FBgn0045035" 15232212 15242236 "3R" "protein_coding"
"FBgn0045063" "FBgn0045063" 12487451 12507333 "2R" "protein_coding"
"FBgn0045064" "FBgn0045064" 20066391 20073719 "2L" "protein_coding"
"FBgn0045761" "FBgn0045761" 25323156 25329316 "3R" "protein_coding"
"FBgn0045823" "FBgn0045823" 9714324 9717716 "3L" "protein_coding"
"FBgn0045842" "FBgn0045842" 15257267 15264692 "2L" "protein_coding"
"FBgn0045862" "FBgn0045862" 27700361 27703445 "3R" "protein_coding"
"FBgn0045866" "FBgn0045866" 25039374 25040443 "3R" "protein_coding"
"FBgn0046113" "FBgn0046113" 914086 917805 "2L" "protein_coding"
"FBgn0046114" "FBgn0046114" 22685006 22686510 "3R" "protein_coding"
"FBgn0046214" "FBgn0046214" 25123373 25125619 "3R" "protein_coding"
"FBgn0046222" "FBgn0046222" 5660635 5665169 "3R" "protein_coding"
"FBgn0046225" "FBgn0046225" 11437785 11467372 "3R" "protein_coding"
"FBgn0046247" "FBgn0046247" 27274794 27277418 "3R" "protein_coding"
"FBgn0046258" "FBgn0046258" 27685962 27692790 "3R" "protein_coding"
"FBgn0046296" "FBgn0046296" 12132146 12133834 "3L" "protein_coding"
"FBgn0046301" "FBgn0046301" 21830544 21832253 "3L" "protein_coding"
"FBgn0046302" "FBgn0046302" 18993360 18995934 "2L" "protein_coding"
"FBgn0046685" "FBgn0046685" 24627066 24630075 "3R" "protein_coding"
"FBgn0046692" "FBgn0046692" 4546691 4565281 "2R" "protein_coding"
"FBgn0046704" "FBgn0046704" 6723903 6732766 "2L" "protein_coding"
"FBgn0046706" "FBgn0046706" 4014111 4049342 "2R" "protein_coding"
"FBgn0046763" "FBgn0046763" 21021044 21024163 "3R" "protein_coding"
"FBgn0046874" "FBgn0046874" 8774286 8801176 "3R" "protein_coding"
"FBgn0046876" "FBgn0046876" 6109642 6111034 "3R" "protein_coding"
"FBgn0046878" "FBgn0046878" 6108134 6109733 "3R" "protein_coding"
"FBgn0047038" "FBgn0047038" 10693184 10694108 "3L" "protein_coding"
"FBgn0047114" "FBgn0047114" 23929243 23929988 "3R" "protein_coding"
"FBgn0047135" "FBgn0047135" 3197863 3199047 "3L" "protein_coding"
"FBgn0047178" "FBgn0047178" 15143063 15144059 "3L" "protein_coding"
"FBgn0050000" "FBgn0050000" 9605988 9607184 "2R" "protein_coding"
"FBgn0050005" "FBgn0050005" 9607292 9608350 "2R" "protein_coding"
"FBgn0050008" "FBgn0050008" 9889878 9891141 "2R" "protein_coding"
"FBgn0050010" "FBgn0050010" 9863564 9864576 "2R" "protein_coding"
"FBgn0050011" "FBgn0050011" 10124293 10137472 "2R" "protein_coding"
"FBgn0050015" "FBgn0050015" 10839102 10874771 "2R" "protein_coding"
"FBgn0050016" "FBgn0050016" 10874892 10875392 "2R" "protein_coding"
"FBgn0050020" "FBgn0050020" 10886810 10893191 "2R" "protein_coding"
"FBgn0050021" "FBgn0050021" 11226458 11232516 "2R" "protein_coding"
"FBgn0050022" "FBgn0050022" 11387160 11388779 "2R" "protein_coding"
"FBgn0050033" "FBgn0050033" 11292531 11293591 "2R" "protein_coding"
"FBgn0050035" "FBgn0050035" 11665768 11674782 "2R" "protein_coding"
"FBgn0050046" "FBgn0050046" 12314117 12317573 "2R" "protein_coding"
"FBgn0050051" "FBgn0050051" 12436120 12436990 "2R" "protein_coding"
"FBgn0050054" "FBgn0050054" 12623726 12625352 "2R" "protein_coding"
"FBgn0050069" "FBgn0050069" 14185204 14198368 "2R" "protein_coding"
"FBgn0050077" "FBgn0050077" 14601278 14602010 "2R" "protein_coding"
"FBgn0050085" "FBgn0050085" 15864309 15869147 "2R" "protein_coding"
"FBgn0050089" "FBgn0050089" 15727381 15762044 "2R" "protein_coding"
"FBgn0050090" "FBgn0050090" 15689826 15691014 "2R" "protein_coding"
"FBgn0050091" "FBgn0050091" 15680545 15682477 "2R" "protein_coding"
"FBgn0050094" "FBgn0050094" 16142202 16142935 "2R" "protein_coding"
"FBgn0050096" "FBgn0050096" 16320815 16322124 "2R" "protein_coding"
"FBgn0050100" "FBgn0050100" 16291453 16292269 "2R" "protein_coding"
"FBgn0050104" "FBgn0050104" 17485002 17493169 "2R" "protein_coding"
"FBgn0050105" "FBgn0050105" 17591804 17592509 "2R" "protein_coding"
"FBgn0050108" "FBgn0050108" 17669395 17670000 "2R" "protein_coding"
"FBgn0050109" "FBgn0050109" 17670082 17670748 "2R" "protein_coding"
"FBgn0050115" "FBgn0050115" 18554119 18611777 "2R" "protein_coding"
"FBgn0050122" "FBgn0050122" 18632328 18639270 "2R" "protein_coding"
"FBgn0050147" "FBgn0050147" 20606881 20618217 "2R" "protein_coding"
"FBgn0050148" "FBgn0050148" 20546595 20547658 "2R" "protein_coding"
"FBgn0050151" "FBgn0050151" 20528503 20529464 "2R" "protein_coding"
"FBgn0050154" "FBgn0050154" 20533359 20533934 "2R" "protein_coding"
"FBgn0050157" "FBgn0050157" 6974038 6975133 "2R" "protein_coding"
"FBgn0050159" "FBgn0050159" 6992681 6994306 "2R" "protein_coding"
"FBgn0050163" "FBgn0050163" 24662682 24663406 "2R" "protein_coding"
"FBgn0050169" "FBgn0050169" 24526172 24529581 "2R" "protein_coding"
"FBgn0050178" "FBgn0050178" 23986615 23987308 "2R" "protein_coding"
"FBgn0050183" "FBgn0050183" 23690247 23697824 "2R" "protein_coding"
"FBgn0050185" "FBgn0050185" 23544024 23544901 "2R" "protein_coding"
"FBgn0050187" "FBgn0050187" 22916843 22918790 "2R" "protein_coding"
"FBgn0050196" "FBgn0050196" 22654805 22655392 "2R" "protein_coding"
"FBgn0050197" "FBgn0050197" 14514030 14514992 "2R" "protein_coding"
"FBgn0050269" "FBgn0050269" 22667155 22668848 "2R" "protein_coding"
"FBgn0050273" "FBgn0050273" 22667155 22668848 "2R" "protein_coding"
"FBgn0050280" "FBgn0050280" 22113589 22114841 "2R" "protein_coding"
"FBgn0050281" "FBgn0050281" 22114997 22116189 "2R" "protein_coding"
"FBgn0050288" "FBgn0050288" 21519243 21520393 "2R" "protein_coding"
"FBgn0050289" "FBgn0050289" 21520413 21521848 "2R" "protein_coding"
"FBgn0050290" "FBgn0050290" 21691295 21692764 "2R" "protein_coding"
"FBgn0050291" "FBgn0050291" 21007755 21009576 "2R" "protein_coding"
"FBgn0050295" "FBgn0050295" 20870791 20879145 "2R" "protein_coding"
"FBgn0050338" "FBgn0050338" 9594045 9599505 "2R" "protein_coding"
"FBgn0050342" "FBgn0050342" 9143956 9145151 "2R" "protein_coding"
"FBgn0050344" "FBgn0050344" 9145260 9148512 "2R" "protein_coding"
"FBgn0050345" "FBgn0050345" 9148689 9151892 "2R" "protein_coding"
"FBgn0050349" "FBgn0050349" 8907518 8910885 "2R" "protein_coding"
"FBgn0050355" "FBgn0050355" 8679146 8679953 "2R" "protein_coding"
"FBgn0050357" "FBgn0050357" 8720100 8721624 "2R" "protein_coding"
"FBgn0050359" "FBgn0050359" 8462753 8465092 "2R" "protein_coding"
"FBgn0050360" "FBgn0050360" 8465158 8467595 "2R" "protein_coding"
"FBgn0050371" "FBgn0050371" 8267643 8269334 "2R" "protein_coding"
"FBgn0050372" "FBgn0050372" 8114286 8123001 "2R" "protein_coding"
"FBgn0050373" "FBgn0050373" 8164000 8164869 "2R" "protein_coding"
"FBgn0050381" "FBgn0050381" 7929658 7931016 "2R" "protein_coding"
"FBgn0050382" "FBgn0050382" 7830413 7831771 "2R" "protein_coding"
"FBgn0050389" "FBgn0050389" 21148265 21160545 "2R" "protein_coding"
"FBgn0050390" "FBgn0050390" 21292239 21293646 "2R" "protein_coding"
"FBgn0050392" "FBgn0050392" 21290914 21292181 "2R" "protein_coding"
"FBgn0050394" "FBgn0050394" 21320040 21323320 "2R" "protein_coding"
"FBgn0050398" "FBgn0050398" 21717804 21718832 "2R" "protein_coding"
"FBgn0050403" "FBgn0050403" 21709895 21711613 "2R" "protein_coding"
"FBgn0050404" "FBgn0050404" 21716780 21719963 "2R" "protein_coding"
"FBgn0050410" "FBgn0050410" 23355183 23356441 "2R" "protein_coding"
"FBgn0050411" "FBgn0050411" 23415939 23417238 "2R" "protein_coding"
"FBgn0050414" "FBgn0050414" 23384200 23385468 "2R" "protein_coding"
"FBgn0050421" "FBgn0050421" 24743749 24756976 "2R" "protein_coding"
"FBgn0050423" "FBgn0050423" 24874976 24875865 "2R" "protein_coding"
"FBgn0050424" "FBgn0050424" 24965275 24967298 "2R" "protein_coding"
"FBgn0050428" "FBgn0050428" 25251927 25254535 "2R" "protein_coding"
"FBgn0050443" "FBgn0050443" 6653217 6655267 "2R" "protein_coding"
"FBgn0050456" "FBgn0050456" 17100241 17107542 "2R" "protein_coding"
"FBgn0050460" "FBgn0050460" 17065971 17087633 "2R" "protein_coding"
"FBgn0050463" "FBgn0050463" 16673235 16732916 "2R" "protein_coding"
"FBgn0050466" "FBgn0050466" 15568960 15573170 "2R" "protein_coding"
"FBgn0050467" "FBgn0050467" 15538175 15540014 "2R" "protein_coding"
"FBgn0050476" "FBgn0050476" 14752521 14753269 "2R" "protein_coding"
"FBgn0050481" "FBgn0050481" 13954195 13955664 "2R" "protein_coding"
"FBgn0050486" "FBgn0050486" 12848034 12848993 "2R" "protein_coding"
"FBgn0050488" "FBgn0050488" 12846848 12848004 "2R" "protein_coding"
"FBgn0050489" "FBgn0050489" 11117225 11121884 "2R" "protein_coding"
"FBgn0050491" "FBgn0050491" 7655072 7656770 "2R" "protein_coding"
"FBgn0050493" "FBgn0050493" 7699253 7703501 "2R" "protein_coding"
"FBgn0050495" "FBgn0050495" 7656895 7659061 "2R" "protein_coding"
"FBgn0050496" "FBgn0050496" 7699500 7701878 "2R" "protein_coding"
"FBgn0050499" "FBgn0050499" 7564434 7565751 "2R" "protein_coding"
"FBgn0050503" "FBgn0050503" 7443824 7445792 "2R" "protein_coding"
"FBgn0051005" "FBgn0051005" 31236035 31252608 "3R" "protein_coding"
"FBgn0051014" "FBgn0051014" 30503665 30505661 "3R" "protein_coding"
"FBgn0051038" "FBgn0051038" 29877059 29903231 "3R" "protein_coding"
"FBgn0051040" "FBgn0051040" 29930551 29933057 "3R" "protein_coding"
"FBgn0051064" "FBgn0051064" 27229505 27239085 "3R" "protein_coding"
"FBgn0051068" "FBgn0051068" 27233698 27236360 "3R" "protein_coding"
"FBgn0051072" "FBgn0051072" 26842462 26863130 "3R" "protein_coding"
"FBgn0051075" "FBgn0051075" 26985624 26988517 "3R" "protein_coding"
"FBgn0051076" "FBgn0051076" 26989035 26989852 "3R" "protein_coding"
"FBgn0051092" "FBgn0051092" 25698727 25740465 "3R" "protein_coding"
"FBgn0051098" "FBgn0051098" 25291370 25292977 "3R" "protein_coding"
"FBgn0051100" "FBgn0051100" 8995229 9003650 "3R" "protein_coding"
"FBgn0051102" "FBgn0051102" 25293458 25295594 "3R" "protein_coding"
"FBgn0051108" "FBgn0051108" 25112867 25122920 "3R" "protein_coding"
"FBgn0051109" "FBgn0051109" 25053369 25054653 "3R" "protein_coding"
"FBgn0051111" "FBgn0051111" 25055076 25056177 "3R" "protein_coding"
"FBgn0051115" "FBgn0051115" 25036944 25037982 "3R" "protein_coding"
"FBgn0051116" "FBgn0051116" 11797244 11813207 "3R" "protein_coding"
"FBgn0051118" "FBgn0051118" 24826665 24828409 "3R" "protein_coding"
"FBgn0051121" "FBgn0051121" 24881466 24894605 "3R" "protein_coding"
"FBgn0051122" "FBgn0051122" 18406064 18412874 "3R" "protein_coding"
"FBgn0051126" "FBgn0051126" 24659621 24660265 "3R" "protein_coding"
"FBgn0051133" "FBgn0051133" 24147436 24148967 "3R" "protein_coding"
"FBgn0051145" "FBgn0051145" 23605751 23669659 "3R" "protein_coding"
"FBgn0051148" "FBgn0051148" 23700621 23702605 "3R" "protein_coding"
"FBgn0051151" "FBgn0051151" 22710883 22721150 "3R" "protein_coding"
"FBgn0051155" "FBgn0051155" 15222251 15223180 "3R" "protein_coding"
"FBgn0051156" "FBgn0051156" 22608670 22613656 "3R" "protein_coding"
"FBgn0051158" "FBgn0051158" 22587755 22608842 "3R" "protein_coding"
"FBgn0051159" "FBgn0051159" 22613686 22616622 "3R" "protein_coding"
"FBgn0051183" "FBgn0051183" 15857871 15875939 "3R" "protein_coding"
"FBgn0051184" "FBgn0051184" 23996262 23997017 "3R" "protein_coding"
"FBgn0051195" "FBgn0051195" 20757269 20762369 "3R" "protein_coding"
"FBgn0051202" "FBgn0051202" 29928701 29930386 "3R" "protein_coding"
"FBgn0051211" "FBgn0051211" 11949680 11954038 "3R" "protein_coding"
"FBgn0051216" "FBgn0051216" 19671450 19698742 "3R" "protein_coding"
"FBgn0051217" "FBgn0051217" 16652446 16655662 "3R" "protein_coding"
"FBgn0051223" "FBgn0051223" 20831127 20832455 "3R" "protein_coding"
"FBgn0051224" "FBgn0051224" 18650121 18659309 "3R" "protein_coding"
"FBgn0051229" "FBgn0051229" 18667852 18669083 "3R" "protein_coding"
"FBgn0051249" "FBgn0051249" 17685689 17687071 "3R" "protein_coding"
"FBgn0051251" "FBgn0051251" 17683740 17684915 "3R" "protein_coding"
"FBgn0051274" "FBgn0051274" 16993016 16994532 "3R" "protein_coding"
"FBgn0051278" "FBgn0051278" 10707398 10708340 "3R" "protein_coding"
"FBgn0051288" "FBgn0051288" 25297960 25299557 "3R" "protein_coding"
"FBgn0051301" "FBgn0051301" 15346205 15348012 "3R" "protein_coding"
"FBgn0051313" "FBgn0051313" 14566432 14567429 "3R" "protein_coding"
"FBgn0051323" "FBgn0051323" 26170847 26187307 "3R" "protein_coding"
"FBgn0051324" "FBgn0051324" 26106868 26130674 "3R" "protein_coding"
"FBgn0051342" "FBgn0051342" 12986041 12991543 "3R" "protein_coding"
"FBgn0051344" "FBgn0051344" 15223378 15225329 "3R" "protein_coding"
"FBgn0051347" "FBgn0051347" 12691733 12692597 "3R" "protein_coding"
"FBgn0051352" "FBgn0051352" 9694386 9705417 "3R" "protein_coding"
"FBgn0051354" "FBgn0051354" 12502510 12504856 "3R" "protein_coding"
"FBgn0051357" "FBgn0051357" 24828279 24829959 "3R" "protein_coding"
"FBgn0051360" "FBgn0051360" 17685097 17685807 "3R" "protein_coding"
"FBgn0051363" "FBgn0051363" 11590386 11619906 "3R" "protein_coding"
"FBgn0051365" "FBgn0051365" 23123962 23126422 "3R" "protein_coding"
"FBgn0051368" "FBgn0051368" 11882790 11892382 "3R" "protein_coding"
"FBgn0051370" "FBgn0051370" 25302464 25303986 "3R" "protein_coding"
"FBgn0051373" "FBgn0051373" 10708487 10709364 "3R" "protein_coding"
"FBgn0051388" "FBgn0051388" 11237815 11240114 "3R" "protein_coding"
"FBgn0051390" "FBgn0051390" 10760071 10761032 "3R" "protein_coding"
"FBgn0051410" "FBgn0051410" 10053332 10054348 "3R" "protein_coding"
"FBgn0051431" "FBgn0051431" 21870681 21873640 "3R" "protein_coding"
"FBgn0051436" "FBgn0051436" 25304137 25305651 "3R" "protein_coding"
"FBgn0051441" "FBgn0051441" 11236286 11237624 "3R" "protein_coding"
"FBgn0051450" "FBgn0051450" 8561917 8562593 "3R" "protein_coding"
"FBgn0051453" "FBgn0051453" 8559540 8561764 "3R" "protein_coding"
"FBgn0051457" "FBgn0051457" 23126581 23127981 "3R" "protein_coding"
"FBgn0051460" "FBgn0051460" 8562673 8563445 "3R" "protein_coding"
"FBgn0051469" "FBgn0051469" 13709159 13709939 "3R" "protein_coding"
"FBgn0051472" "FBgn0051472" 7810532 7811912 "3R" "protein_coding"
"FBgn0051473" "FBgn0051473" 7811814 7813009 "3R" "protein_coding"
"FBgn0051475" "FBgn0051475" 19180659 19201096 "3R" "protein_coding"
